18854274.950049154, 0.11507292948058143
38335978.90336108, 0.11483142118344086
75629029.01023583, 0.11504983305299626
151470433.6774396, 0.11457886676875956
298820120.1712296, 0.11387844249742674
554960784.0726366, 0.11134135013682121
913388917.2148347, 0.10559033966811437
1373108697.4471104, 0.09616549092461023
1774926313.275733, 0.08628373459192125
2192722164.454349, 0.07686214947405418
2668268370.8471217, 0.06675168829864685
3198291418.4498715, 0.056641478171365445
3833597890.3361087, 0.046760977079306085
4595101215.608551, 0.03688047598724675
5676731596.130646, 0.026999472798935553
7449569008.155013, 0.01734717445334269
10542675023.868347, 0.0093015841136746
19877449360.902985, 0.002859187106168254
38626490037.84036, 0.0007807596716290222
75060220532.01714, 0.00008058644842212637
148078430720.15353, 0.00006928928275548585
612188611096.4011, 0.00004569075891847074
1171797208328.77, 0.000034895689503655625
4629923022834.569, 0.000012050310044392498
